Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag
-0.1654055800960332,0,3,0,0,0,0,0.3846208780498676,5,1,3,0.4466219030536973,-0.47342221766272585,0.4889708176333667,1.335,-0.9597065735928221,-0.973895181755695,1.625,0.061,0
0.33357038345253087,1,5,1,1,1,0,1.0107148200563958,6,1,2,-0.04136665206187948,-0.3666668215917064,-0.008485987883508435,1.541,-0.9164326068430317,-1.357340378311742,3.714,0.105,0
0.5830583652268129,0,3,1,0,2,0,0.008964512845950725,4,1,0,-0.5736977974168198,-1.4268583411935547,-0.445658333112182,2.594,-0.740981694034358,-1.9112056622260318,2.333,0.0,0
-0.7891255345317383,1,4,0,2,1,0,-0.24147306395666054,3,4,1,-0.5852510777521379,1.6616857037576631,-0.7340996741261684,1.405,-0.9517582939857177,-1.9112056622260318,2.333,0.76,0
-0.7891255345317383,0,3,2,0,0,0,-1.8693173131736336,5,1,0,-0.43087724622403095,-1.4268583411935547,-0.3028677684149454,2.175,-1.0562634517828304,-1.5703654875095456,2.5,0.0,0
-0.29014957098317423,0,2,1,0,3,0,0.008964512845950725,3,1,2,-0.5085593025738837,0.10330233582439073,-0.5177136642960726,1.376,-0.9761918942594089,-1.7407855748677887,0.846,0.311,0
0.5830583652268129,0,4,3,0,4,1,1.261152396859007,6,1,3,2.848053744180521,1.3512361036890663,2.7263163529279724,1.975,-0.9049517585216588,-1.4425504219908634,0.722,0.066,0
-1.7870774616288665,0,0,0,2,0,2,-1.1180045827657998,2,2,2,2.250033947776201,0.28613629001498725,2.223909181146555,2.204,-0.8437205674743363,-1.2295253127930597,0.7140000000000001,0.048,0
-1.1633575071931614,0,3,2,1,0,0,0.008964512845950725,5,2,0,1.5096337251442469,1.6616857037576631,1.3603452883319886,3.355,-0.8990641439978777,-1.7407855748677887,1.182,0.113,0
0.20882639256538985,0,2,1,1,2,0,0.008964512845950725,6,3,3,0.3327395683198479,0.6309439485891996,0.27610506825805636,1.524,-0.8722754979146742,-1.3999454001513025,0.882,0.14400000000000002,0
-0.5396375527574563,0,5,2,2,4,0,-0.6171294291605774,5,3,2,-0.20729376392530446,0.3732585097970836,-0.240713169760139,0.831,-0.9429268722000462,-0.973895181755695,0.68,0.217,0
2.3294742376467874,0,1,3,0,3,0,2.262902704069452,6,2,3,0.050949559379376196,0.520507331964007,0.004274956265088981,1.433,-0.9096618501406836,-1.655575531188667,1.364,0.174,0
1.206778319662518,0,1,4,1,2,0,0.008964512845950725,3,6,0,0.3431925362422785,-1.4268583411935547,0.4710394909418031,3.397,-0.8434261867481473,-2.039020727744714,3.25,0.0,0
-1.4128454889674433,0,3,1,2,0,0,-0.7423482175618831,5,1,3,-0.009347560846855162,0.6174461398905648,-0.0647001470208643,1.163,-0.9105449923192507,-1.357340378311742,2.0,0.195,0
1.331522310549659,1,2,1,0,1,0,1.5115899736616183,5,2,2,-0.6817484763623658,-0.5924483489143222,-0.6284918604826036,1.19,-0.8343003842362867,-1.5277604656699848,0.611,0.279,0
-0.29014957098317423,0,4,3,2,2,0,0.13418330124725636,5,1,2,-0.48391230452520523,-0.23414288164147534,-0.46281960282926127,1.707,-0.8996529054502559,-1.6129705093491065,1.7,0.23,0
0.20882639256538985,0,4,5,1,2,0,0.008964512845950725,6,2,3,2.391534124073525,1.4714893084587204,2.25911178569441,1.7080000000000002,-0.8045679308911927,-1.6129705093491065,0.929,0.078,0
-0.6643815436445972,0,3,3,0,2,0,-0.24147306395666054,4,4,1,0.5394882707013967,0.15729357061892932,0.5252735035733421,0.653,-0.9938547378307518,-1.868600640386471,1.625,0.095,0
1.8304982740982232,0,1,0,0,3,0,2.5133402808720633,2,2,3,-0.5984548267067871,1.6616857037576631,-0.747300650831614,1.831,-0.9031854741645244,-1.4851554438304242,1.143,0.7879999999999999,0
-0.1654055800960332,1,2,1,0,5,0,0.13418330124725636,6,1,2,0.6423674813063717,-0.0071342808008018005,0.64287220439102,0.966,-0.9411605878429119,-1.868600640386471,0.909,0.08,0
0.08408240167824883,0,1,6,3,0,0,0.7602772432537845,5,2,0,1.3585608308548023,0.781873991310296,1.2881799490088859,0.906,-0.9496976289023944,-1.6129705093491065,0.929,0.086,0
1.9552422649853642,1,0,1,0,1,0,1.636808762062924,2,3,3,-0.7915266457961451,-1.4268583411935547,-0.6634414463102708,1.047,-1.0927666618302727,-2.081625749584275,0.6,0.0,1
-0.6643815436445972,0,3,0,0,3,0,-0.36669185235796614,4,2,1,-0.4579449315810618,-0.5924483489143222,-0.4047353053253006,1.608,-1.0224096682710897,-1.9964157059051533,1.571,0.152,0
0.08408240167824883,1,4,3,1,1,0,0.008964512845950725,3,3,2,-0.6755867268501962,0.4873763469764492,-0.71913856719333,0.573,-0.965005426664225,-1.7833905967073496,0.353,0.626,0
0.9572903378882359,0,2,3,0,2,0,0.7602772432537845,4,2,3,0.3944670946828329,-1.4268583411935547,0.5223032838146169,1.075,-0.9697155182832498,-1.868600640386471,0.75,0.0,0
-0.6643815436445972,1,3,1,1,1,0,-0.9927857943644943,6,1,2,-0.09506189781078624,0.6211273604447379,-0.1507265118846848,0.797,-0.9870839811284037,-1.8259956185469102,0.833,0.215,0
1.581010292323941,0,1,0,2,3,0,1.261152396859007,4,1,2,0.6769172910710372,0.25914067261771795,0.6535429938945886,0.921,-0.9441043951048024,-1.7833905967073496,1.3,0.093,0
2.0799862558725053,0,1,3,0,0,0,2.5133402808720633,3,3,2,0.17418454962276875,-0.18751408795528293,0.19095876850793223,0.843,-0.735977221689144,-1.0591052254348166,1.0,0.099,0
-0.29014957098317423,1,3,2,1,5,0,-0.24147306395666054,5,2,2,0.16153095687456326,-1.4268583411935547,0.289416053102714,0.525,-0.9867896004022146,-1.9964157059051533,1.571,0.0,0
0.08408240167824883,0,4,0,0,3,0,0.7602772432537845,6,0,0,-0.42328509057510766,0.24441579040102565,-0.44510829241612176,0.7390000000000001,-0.988850265485538,-1.144315269113938,0.9,0.285,0
0.832546347001095,0,3,3,0,2,0,-0.36669185235796614,3,2,3,-0.6468685728738341,0.7953718000089306,-0.7180384858012095,0.977,-0.9909109305688614,-1.698180553028228,2.571,0.6579999999999999,0
0.832546347001095,0,2,2,0,0,0,1.5115899736616183,2,5,1,-0.6800980077430346,0.6468959043239495,-0.7379499589985901,1.3230000000000002,-0.8266464853553714,-1.655575531188667,1.6,0.69,0
-0.6643815436445972,0,4,1,0,0,0,0.008964512845950725,4,1,2,0.03202418587771234,1.6616857037576631,-0.11695401314658647,1.726,-0.8287071504386948,-1.7407855748677887,1.6669999999999998,0.282,0
0.832546347001095,1,2,4,0,1,0,0.259402089648562,5,2,3,-0.6582017907265747,0.40148120071241056,-0.6940567114529834,1.75,-0.8811069197003457,-1.5703654875095456,1.0,0.562,0
1.4562663014368,0,0,1,0,2,0,1.636808762062924,6,2,2,0.4316576542384282,0.6542583454322957,0.37291223076465746,0.519,-0.9164326068430317,-1.7407855748677887,0.7140000000000001,0.135,0
1.082034328775377,1,1,4,1,1,0,0.008964512845950725,4,2,1,-0.562474610805368,0.9217603723688732,-0.6449930813644106,0.51,-0.8822844426051019,-0.9312901599161342,0.483,0.544,0
1.082034328775377,1,3,1,0,1,0,0.008964512845950725,6,2,3,-0.6158397628304085,1.392956603303028,-0.7405901543396791,1.724,-0.7439255012962485,-1.1869202909534988,1.176,0.757,0
-0.5396375527574563,1,4,0,0,1,1,0.008964512845950725,2,3,3,0.7483275666674316,-1.4268583411935547,0.876089459520559,0.865,-1.012106342854473,-1.8259956185469102,1.2,0.0,0
1.331522310549659,1,1,1,2,3,0,1.636808762062924,3,3,2,-0.545749862129479,-0.3396712041944371,-0.5151834770941955,1.32,-0.865504741212326,-1.5703654875095456,0.556,0.241,0
2.4542182285339282,1,0,6,0,5,0,2.5133402808720633,5,4,3,-0.0825183363038695,-0.6844788627686493,-0.021136923892893806,1.052,-1.089234093116004,-2.081625749584275,0.14300000000000002,0.077,1
-0.1654055800960332,0,3,1,1,2,0,0.6350584548524789,2,2,2,2.6180884498870474,-0.7176098477562071,2.6818730646863056,1.042,-0.9700098990094388,-1.5703654875095456,0.474,0.018000000000000002,0
